Lead_ID,Lead_Date,Industry,State,Employee_Count,Lead_Source,Campaign_Type,Sales_Rep_Interactions,Previous_Interactions,Days_Since_Last_Interaction,Website_Visits,Pages_Viewed,Email_Opens,Email_Clicks,Content_Downloads,Demo_Attended,Estimated_Budget,Estimated_Deal_Value,Decision_Maker,Contact_Requests,Product_Page_Visits,Trial_Started,Converted,Conversion_Date
L011504,3/18/2024,Professional Services,Uttar Pradesh,262,Referral,Product Demo,5,,13,55,86,11,3,10,Yes,95000,110000,Yes,0,31,No,1,4/10/2024
L002723,2/9/2024,,Delhi,5,Website,Enterprise Outreach,8,9,9,59,127,8,3,4,No,47000,70000,No,0,10,Yes,0,
L016736,7/5/2025,Manufacturing,Karnataka,12,LinkedIn,Content Marketing,6,12,23,30,72,6,3,4,No,52000,40000,Yes,1,8,No,0,
L008061,10/31/2024,Financial Services,Odisha,13,Email Campaign,Enterprise Outreach,4,8,25,11,19,11,,,No,,45000,Yes,0,6,No,0,
L013236,12/31/2024,Education,Maharashtra,42,Email Campaign,Content Marketing,1,2,29,3,4,12,3,0,No,60000,55000,No,0,2,No,0,
L005157,10/6/2024,IT Services,Gujarat,8,LinkedIn,Product Demo,3,2,45,6,15,11,3,0,Yes,49000,60000,Yes,0,1,No,0,
L009497,7/25/2024,Financial Services,Madhya Pradesh,15,Referral,Enterprise Outreach,0,1,50,26,73,8,2,3,Yes,58000,45000,No,0,10,No,0,
L001000,12/17/2025,Manufacturing,Kerala,173,Google Ads,Product Demo,0,0,32,,10,11,4,,No,95000,140000,No,0,1,Yes,0,
L014060,7/11/2024,Financial Services,Delhi,37,Google Ads,Webinar,,5,26,15,23,,2,3,Yes,72000,,No,0,4,No,0,
L010070,5/26/2024,Financial Services,Karnataka ,428,Website,Free Trial,3,9,599,24,39,,1,2,No,247000,270000,Yes,1,6,Yes,0,
L013889,4/9/2025,Logistics,Odisha,12,Webinar,Content Marketing,3,7,26,17,40,,1,4,Yes,50000,35000,Yes,0,6,No,1,6/12/2025
L012330,8/21/2026,Professional Services,Karnataka,40,Email Campaign,Webinar,4,6,16,24,38,11,3,3,Yes,63000,80000,No,1,6,Yes,1,13-09-2026
L015026,7/3/2024,Healthcare,Karnataka,9,Webinar,Free Trial,4,6,44,4,8,8,1,0,No,50000,45000,No,0,1,No,0,
L014620,2/5/2024,Manufacturing,West Bengal,20,Referral,Enterprise Outreach,6,5,19,16,30,12,5,2,No,52000,75000,No,1,6,No,1,3/23/2024
L013943,9/24/2024,Financial Services,Uttar Pradesh,210,Google Ads,Enterprise Outreach,3,5,42,16,34,7,2,3,Yes,188000,140000,No,0,5,No,0,
L014978,5/2/2025,IT Services,Telangana,65,Website,Product Demo,6,14,,26,51,9,2,1,No,80000,65000,No,0,8,No,0,
L002860,3/25/2024,Financial Services,Tamil Nadu,27,LinkedIn,Webinar,5,10,38,23,37,,2,6,Yes,62000,65000,No,3,12,Yes,1,5/3/2024
L017201,8/26/2025,Logistics,Uttar Pradesh,175,Google Ads,Free Trial,1,4,37,14,14,11,2,3,No,108000,80000,Yes,0,3,No,1,11/1/2025
L015553,10/6/2025,Real Estate,Telangana,90,Google Ads,Product Demo,2,2,,36,73,8,1,7,No,89000,120000,No,0,17,No,0,
L001257,2/19/2026,IT Services,West Bengal,156,Google Ads,Product Demo,0,3,42,20,41,7,3,3,Yes,125000,125000,No,1,12,No,0,
L000193,8/13/2025,IT Services,Madhya Pradesh,29,Google Ads,Webinar,,12,31,,106,10,1,7,Yes,56000,40000,No,3,,No,1,9/9/2025
L006072,9/10/2025,Healthcare,Maharashtra,26,Partner,Webinar,4,7,26,5,14,10,3,2,Yes,58000,50000,No,0,2,Yes,1,10/6/2025
L017451,2/2/2026,Manufacturing,Telangana,136,Partner,Product Demo,5,9,39,19,40,7,2,3,No,104000,125000,No,1,8,No,0,
L011131,4/6/2026,Retail,Karnataka,34,Partner,Enterprise Outreach,0,1,31,3,14,11,2,1,No,52000,45000,No,0,1,No,0,
L009878,2/18/2026,Real Estate,Telangana,200,Website,Enterprise Outreach,,3,,21,35,14,1,5,No,90000,105000,Yes,2,13,No,0,
L011652,6/18/2025,Manufacturing,Tamil Nadu,88,Email Campaign,Free Trial,0,1,39,6,18,11,4,1,No,74000,95000,No,0,4,No,0,
L015197,2/19/2025,IT Services,Odisha,13,Google Ads,Content Marketing,0,1,41,2,7,4,2,0,No,50000,70000,No,0,1,No,0,
L011004,4/8/2024,Professional Services,Maharashtra,45,Webinar,Product Demo,1,,41,,38,12,1,3,No,61000,45000,No,1,9,No,1,6/6/2024
L012783,4/13/2024,Financial Services,Andhra Pradesh,136,Webinar,Webinar,1,3,16,17,29,8,1,2,No,130000,155000,No,0,3,No,0,
L002616,4/4/2026,Manufacturing,Andhra Pradesh,117,Partner,Webinar,2,4,24,18,,11,1,3,No,87000,120000,No,0,10,No,0,
L014874,4/4/2025,Logistics,Kerala,32,Google Ads,Product Demo,7,11,8,39,77,8,2,8,Yes,51000,70000,No,3,7,Yes,1,14-Apr-25
L004139,3/12/2025,Logistics,Kerala,9262,partner,enterprise outreach,6,6,49,19,731,9,1,4,No,66000,75000,No,1,4,No,0,
L002053,12/15/2025,Logistics,West Bengal,54,Google Ads,Webinar,2,1,23,13,29,9,2,4,Yes,30563673,90000,No,0,5,No,0,
L008582,7/27/2025,Healthcare,Andhra Pradesh,87,Google Ads,Free trial,3,7,25,43,100,10,2,6,Yes,,100000,No,1,21,Yes,1,9/23/2025
L010425,3/9/2024,Manufacturing,Kerala,10,Website,enterprise outreach,2,3,27,31,66,8,,5,Yes,49000,40000,No,0,6,No,0,
L014508,2/23/2024,Manufacturing,West Bengal,17,Email Campaign,Content Marketing,2,4,,11,15,8,2,4,No,54000,40000,No,0,2,No,0,
L006304,11/18/2024,Education,Andhra Pradesh,56,Website,Content Marketing,3,6,32,3,4,10,2,1,No,58000,45000,No,0,2,No,0,
L008993,2/4/2026,IT Services,Delhi,86,Linkedin ,Product demo,2,2,26,14,40,12,4,,Yes,101000,,No,0,4,Yes,0,
L000441,10/19/2024,Manufacturing,West Bengal,7,Webinar,Product Demo,6,15,9,36,68,11,2,8,Yes,49000,75000,No,0,16,Yes,0,
L008792,1/19/2024,Retail,Punjab,39,LinkedIn,Webinar,4,5,16,20,41,12,4,4,No,60000,75000,No,1,10,Yes,0,
L012499,4/2/2024,Education,Uttar Pradesh,16,Referral,Product Demo,4,10,28,18,45,10,1,3,No,,40000,Yes,0,6,No,1,5/25/2024
L003648,2/2/2025,Healthcare,Karnataka,52,Webinar,Product Demo,4,8,28,29,,13,3,5,Yes,61000,45000,Yes,0,6,No,1,2/28/2025
L006158,10/3/2025,Logistics,Gujarat,35,LinkedIn,Webinar,,6,46,11,25,9,1,2,Yes,55000,65000,No,0,4,No,0,
L017102,2/8/2025,Logistics,Gujarat,70,Google Ads,Product Demo,4,9,23,21,36,10,1,2,No,80000,55000,No,0,10,Yes,0,
L007438,2/23/2025,Professional Services,GUJARAT,23,LINKEDIN,Content Marketing,0,1,28,14,24,11,,4,No,56000,85000,No,0,7,No,0,
L001645,10/7/2025,Healthcare,Tamil Nadu,91118,Webinar,Product Demo,8,15,19,54,131,7,2,12,Yes,58000,50000,Yes,1,17,No,1,10/26/2025
L012151,2/17/2026,Professional Services,Telangana,4,LinkedIn,Enterprise Outreach,1,5,35,23,47,10,1,5,Yes,46000,65000,Yes,0,15,No,0,
L009577,14-08-2024,Retail,Karnataka,112,Referral,Content Marketing,9,13,22,30,69,9,3,2,Yes,75000,85000,No,0,11,No,1,9/11/2024
L015576,7/8/2024,Retail,Rajasthan,15,Partner,free trial,3,8,59,2,9,6,2,0,No,48000,35000,Yes,0,1,No,0,
L014399,8/10/2026,Professional Services,Kerala,13,Webinar,Free Trial,7,14,24,7,12,7,1,1,No,49000,45000,Yes,0,3,Yes,1,9/14/2026
L012702,9/14/2025,Manufacturing,Odisha,25,Website,Product Demo,2,3,40,23,53,7,3,3,Yes,55000,55000,Yes,1,6,No,0,
L014190,9/16/2025,Real Estate,Gujarat,38,Website,Product Demo,4,7,27,27,60,13,21,,No,70000,50000,No,0,5,No,0,
L000328,5/17/2024,Real Estate,Uttar Pradesh,57,LinkedIn,Content Marketing,4,7,33,12,30,9,2,2,Yes,70000,65000,Yes,0,5,No,0,
L002153,3/6/2025,Retail,Uttar Pradesh,233,Email Campaign,Content Marketing,9,14,22,46,73,10,4,8,Yes,128000,180000,No,1,14,Yes,1,3/21/2025
L017280,4/26/2024,,Karnataka,64,website,Free Trial,2,7,24,31,,13,2,5,Yes,71000,75000,No,2,13,Yes,0,
L005272,1/2/2025,Manufacturing,Rajasthan,54,Google Ads,Free Trial,7,5,4,60,138,9,2,10,Yes,72000,75000,Yes,1,29,Yes,1,1/24/2025
L000702,6/15/2024,Retail,Andhra Pradesh,479,Email Campaign,Product Demo,7,14,2,,83,13,5,,Yes,,285000,No,2,22,No,1,5-Jul-24
L002799,3/2/2024,Professional Services,Uttar Pradesh,43,Email Campaign,Product Demo,,0,38,10,31,10,4,3,Yes,59000,-3012860,Yes,0,5,No,0,
L011957,7/13/2026,Real Estate,Odisha,223,Webinar,Free Trial,8,18,5,60,117,9,2,,Yes,126000,185000,Yes,2,37,Yes,1,7/27/2026
L017602,12/9/2024,Manufacturing,Odisha,11,Google Ads,Content Marketing,7,10,37,12,18,8,3,0,No,53000,40000,No,0,3,No,0,
L009987,11/25/2024,Retail,Rajasthan,12,Website,Product Demo,4,7,12,31,63,11,4,4,Yes,,70000,No,1,11,Yes,1,12/29/2024
L006833,4/17/2026,Real Estate,Odisha,53,LinkedIn,Product Demo,4,3,38,6,17,12,4,3,No,,65000,No,0,4,No,0,
L017035,2/17/2025,Financial Services,Maharashtra,7,Google Ads,Webinar,,7,47,16,21,11,2,4,No,48000,,No,1,3,No,0,
L009734,7/22/2025,Logistics,Kerala,7,Email Campaign,Product Demo,,,1,60,140,11,4,9,No,47000,55000,Yes,1,19,Yes,1,8/7/2025
L018079,9/25/2024,Retail,Andhra Pradesh,200,Referral,Product Demo,5,5,18,37,88,,2,4,Yes,156000,145000,Yes,1,13,Yes,1,10/20/2024
L006181,5/5/2024,Financial Services,Odisha,71,Webinar,Product Demo,6,13,,21,47,,4,5,Yes,82000,,Yes,0,8,No,1,6/8/2024
L016358,4/20/2024,Healthcare,Rajasthan,46,Website,Free Trial,2,5,24,14,27,9,1,2,No,61000,55000,Yes,0,9,No,0,
L006817,5/12/2025,Telecommunications,West Bengal,35,Webinar,Webinar,5,5,22,37,76,8,3,6,Yes,68000,100000,No,2,21,Yes,1,5/30/2025
L005976,3/10/2026,Retail,Maharashtra,78,Website,Product Demo,5,6,,55,-8,9,4,9,Yes,73000,95000,Yes,2,28,Yes,1,4/6/2026
L016245,10/21/2024,Manufacturing,Punjab,131,Website,Content Marketing,7,12,,60,75,8,3,11,Yes,95000,105000,Yes,3,12,Yes,1,11/10/2024
L010949,6/27/2026,Retail,Madhya Pradesh,43,Partner,Webinar,,5,50,14,30,11,4,2,No,55000,,No,1,4,No,0,
L010999,4/27/2026,Manufacturing,Odisha,156,Google ads,Content Marketing,7,17,15,40,54,10,3,6,Yes,132000,175000,No,2,25,Yes,0,
L015532,10/7/2025,Retail,Maharashtra,12,Email Campaign,Product Demo,2,5,39,20,28,7,3,4,Yes,50000,60000,No,0,12,Yes,1,12/17/2025
L004492,1/12/2025,Professional Services,Rajasthan,14,Google Ads,Free Trial,2,7,44,3,8,8,2,1,No,,75000,No,1,2,No,0,
L009482,8/23/2025,Telecommunications,Maharashtra,53,Referral,Webinar,5,2,21,38,60,12,4,9,Yes,76000,60000,No,0,20,Yes,0,
L011443,5/27/2024,IT Services,Karnataka,20,Google Ads,Webinar,1,0,,11,25,11,3,2,No,56000,75000,Yes,1,4,No,0,
L015598,7/26/2025,Professional Services,Delhi,136,Referral,Free trial,,12,,11,27,183,1,2,Yes,11391683,120000,No,0,2,No,1,9/2/2025
L003811,3/10/2024,Manufacturing,Odisha,67,LinkedIn,Webinar,6,8,54,17,30,9,3,3,No,88000,100000,No,0,10,No,0,
L012946,12/16/2025,Financial Services,Haryana,12,LinkedIn,Free Trial,2,3,41,7,17,7,3,1,No,53000,40000,No,1,4,No,0,
L013061,6/29/2024,Retail,Maharashtra,22,LinkedIn,Enterprise Outreach,2,1,,6,16,7,2,1,No,51000,50000,No,0,2,No,0,
L019698,1/1/2024,Manufacturing,Andhra Pradesh,55626,Email Campaign,Content Marketing,3,,37,8,14,,1,3,No,80000,120000,No,1,1,No,1,2/28/2024
L005194,2/28/2025,Financial Services,Telangana,67,Referral,Free Trial,5,8,25,40,95,12,3,4,Yes,76000,50000,Yes,2,,Yes,1,3/18/2025
L018328,11/23/2024,Financial Services,Madhya Pradesh,59301,website,Webinar,5,8,33,26,68,11,1,,No,87000,100000,Yes,1,,Yes,1,12/30/2024
L013643,9/7/2024,Professional Services,Gujarat,27,Email Campaign,Content Marketing,8,11,11,60,134,10,3,12,Yes,55000,65000,Yes,2,39,Yes,1,9/21/2024
L002224,6/26/2026,Financial Services,West Bengal,56300,Partner,Enterprise Outreach,6,10,14,46,,9,2,4,Yes,109000,,Yes,2,8,Yes,1,7/18/2026
L013043,10/25/2024,Manufacturing,Punjab,66,LinkedIn,Product Demo,3,3,36,4,10,9,3,1,No,88000,95000,No,0,1,No,0,
L004589,8/23/2025,Financial Services,Karnataka,3,Referral,Enterprise Outreach,4,6,39,184,39,7,3,1,No,47000,35000,Yes,0,3,No,0,
L007509,8/18/2024,Professional Services,Madhya Pradesh,47,Google Ads,Webinar,3,8,44,10,24,9,3,1,No,67000,60000,No,0,4,Yes,0,
L016527,4/11/2026,Manufacturing,Haryana,26,Referral,Free trial ,0,1,29,11,27,9,1,3,No,60000,70000,Yes,0,5,No,0,
L014764,12/19/2025,Financial Services,Karnataka,56,Referral,Webinar,6,12,4,60,134,,2,12,Yes,74000,55000,No,2,35,Yes,1,1/6/2026
L011542,3/26/2024,Education,Uttar Pradesh,52,Website,Webinar,5,11,28,13,33,8,2,2,Yes,61000,60000,No,1,3,No,0,
L002389,8/23/2025,Retail,Andhra Pradesh,165,Partner,Product Demo,1,0,39,16,35,9,,2,Yes,120000,180000,Yes,0,9,No,0,
L005918,4/8/2024,IT Services,Madhya Pradesh,21,Webinar,Content Marketing,0,2,23,33,69,9,2,4,No,54000,45000,No,1,16,No,1,6/2/2024
L004091,6/16/2025,Manufacturing,Gujarat,23,LinkedIn,Free Trial,3,6,24,18,47,,2,3,Yes,57000,,No,1,10,No,1,8/9/2025
L012917,1/31/2026,Retail,Andhra Pradesh,104,Website,Free Trial,4,4,39,18,20,8,3,4,No,84000,80000,Yes,0,6,No,0,
L002844,9/29/2024,Telecommunications,Andhra Pradesh,171,LinkedIn,Product Demo ,6,1,17,39,52,13,,6,Yes,137000,190000,No,0,14,Yes,0,
L000921,3/10/2025,Healthcare,Karnataka,65,Partner,Webinar,3,4,43,22,55,11,3,5,Yes,,85000,No,1,6,No,1,1/26/2025
L012074,7/11/2025,Professional Services,Rajasthan,10,Google Ads,Product Demo,3,11,36,11,25,6,2,2,No,,70000,Yes,0,6,Yes,0,
L013386,11/28/2024,Professional Services,Maharashtra,6,Webinar,Free Trial,6,13,37,31,49,9,2,7,No,48000,65000,No,1,9,No,0,
L016948,3/2/2024,Manufacturing,Punjab,76,Referral,Webinar,5,6,30,18,54,10,1,5,Yes,77000,95000,No,0,8,Yes,1,4/14/2024
L014361,11/4/2025,IT Services,West Bengal,18,LinkedIn,Content Marketing,3,8,57,,12,6,0,1,No,53000,70000,No,0,3,No,0,
L007136,8/14/2024,Healthcare,Tamil Nadu,54,Google Ads,Enterprise Outreach,4,10,16,31,76,7,1,2,No,77000,95000,No,1,17,Yes,1,10/8/2024
L007628,10/29/2025,Financial Services,Gujarat,20,Referral,Product Demo,7,19,21,41,60,12,4,6,Yes,54000,45000,Yes,1,22,Yes,1,11/11/2025
L017228,5/31/2026,Education,Delhi,17,Webinar,Content Marketing,4,7,26,17,41,,3,2,No,49000,50000,Yes,1,6,No,1,5/23/2026
L018406,1/16/2024,Retail,Odisha,116,Webinar,Enterprise Outreach,1,2,13,11,20,10,2,3,No,118000,110000,Yes,0,7,No,0,
L004640,1/27/2025,Healthcare,West Bengal,67,Partner ,Product Demo,2,3,21,26,35,8,3,5,No,82000,90000,Yes,2,6,Yes,1,2/28/2025
L019053,4/22/2025,Professional Services,Maharashtra ,22,Partner ,Webinar,2,1,,35,45,11,2,3,No,53000,65000,Yes,1,19,Yes,0,
L019082,9/14/2025,Healthcare,Uttar Pradesh,42,Website,Free Trial,1,,,24,55,8,2,3,Yes,61000,40000,No,1,,Yes,1,10/16/2025
L000560,6/6/2025,Manufacturing,Tamil Nadu,23,LinkedIn,Product Demo,4,7,,33,70,6,2,4,Yes,55000,55000,Yes,1,8,No,0,
L002206,5/14/2024,Logistics,Karnataka,117,LinkedIn,Enterprise Outreach,3,5,35,10,22,12,1,3,Yes,86000,65000,No,0,6,No,0,
L015833,7/29/2024,IT Services,Tamil Nadu,32,Website,Content Marketing,0,0,39,14,22,5,2,4,No,57000,40000,Yes,0,4,Yes,0,
L004403,9/10/2024,Professional Services,Punjab,34,Website,Free Trial,2,4,32,17,32,7,,0,No,59000,70000,No,0,5,Yes,0,
L010271,6/29/2025,Real Estate,Maharashtra,26,Google Ads,Webinar,4,4,22,,26,10,3,2,No,57000,65000,No,0,6,Yes,1,8/19/2025
L000027,1/26/2025,Healthcare,Haryana,105,Website,Product Demo,4,5,32,6,16,7,2,1,Yes,74000,50000,No,0,1,No,0,
L011987,1-Jun-24,Education,Rajasthan,14,Referral,Product Demo,2,5,26,15,28,9,2,,No,48000,35000,Yes,0,3,No,1,6/27/2024
L016547,1/13/2025,Education,West Bengal,48,Google Ads,Content Marketing,0,3,37,9,12,9,2,1,No,60000,75000,Yes,1,,No,0,
L017059,8/2/2026,Professional Services,Maharashtra,141,Email Campaign,Product Demo,3,11,40,7,17,8,,2,No,,135000,No,1,3,No,1,9/19/2026
L015719,8/30/2026,Retail,Tamil Nadu,21,LinkedIn,Content Marketing,1,3,36,12,24,8,,1,Yes,53000,50000,Yes,1,5,No,1,10/6/2026
L017721,1/23/2024,,Maharashtra,42,Partner,enterprise outreach,1,2,45,13,31,6,,2,Yes,,50000,Yes,0,7,Yes,0,
L001034,12/23/2025,Healthcare,Punjab,16,Referral,enterprise outreach,7,12,24,60,126,6,2,11,Yes,56000,55000,No,1,24,Yes,1,7/1/2026
L010986,5/8/2025,Real Estate,Rajasthan,30,Webinar,Webinar,10,14,7,58,94,14,3,12,Yes,60000,,Yes,1,13,Yes,0,
L007749,3/5/2026,Manufacturing,Maharashtra,3,LinkedIn,Product Demo,0,0,33,8,14,5,2,1,No,46000,45000,Yes,0,3,Yes,0,
L008773,8/29/2024,Retail,Gujarat,72,LinkedIn,Free Trial,7,8,26,33,80,12,,7,No,65000,65000,No,0,7,No,1,10/16/2024
L007497,6/2/2024,Retail,Odisha,42,Google Ads,Enterprise Outreach,-16,13,58,16,35,7,,3,No,55000,45000,Yes,1,5,No,1,24-Jul-24
L018171,1/2/2025,Real Estate,Odisha,35,Email Campaign,Product Demo,4,8,10,42,94,10,4,9,Yes,53000,40000,No,0,17,Yes,1,2/6/2025
L003780,8/16/2026,Manufacturing,Andhra Pradesh,15,Website,Enterprise Outreach,2,0,39,10,29,10,11,2,Yes,51000,45000,No,0,3,No,1,10/7/2026
L008951,4/25/2026,Retail,Haryana,43,EMAIL CAMPAIGN,Enterprise Outreach,3,7,27,32,72,10,3,7,Yes,65000,80000,Yes,0,7,No,0,
L012538,2/27/2024,Healthcare,Haryana,76,Google Ads,Product Demo,4,6,35,3,2381,12,4,0,No,70000,105000,No,0,2,No,0,
L014673,7/1/2025,Logistics,Odisha,501,Website,Product Demo,7,8,23,46,110,15,3,6,Yes,236000,275000,Yes,0,7,Yes,1,7/13/2025
L017753,1-Feb-26,Retail,Telangana,111,Email Campaign,Free Trial,3,9,31,22,47,8,3,2,No,62000,90000,Yes,1,12,No,1,3/11/2026
L016128,8/23/2024,Manufacturing,Telangana,19,LinkedIn,Product Demo,,5,33,13,,7,3,1,No,55000,70000,No,1,6,No,0,
L011518,8/22/2025,Healthcare,Andhra Pradesh,23,Partner,Webinar,4,6,47,21,40,7,2,2,Yes,54000,50000,No,0,10,No,0,
L015352,10/7/2025,Professional Services,Punjab,126,Referral,Enterprise outreach ,3,8,35,18,28,14,2,3,Yes,89000,,Yes,0,11,No,0,
L006878,5/7/2026,Logistics,Maharashtra,72,Webinar,Content Marketing,1,3,33,20,31,6,1,2,No,,55000,No,0,9,No,0,
L013622,11/7/2024,Telecommunications,Odisha,176,Google Ads,Enterprise Outreach,4,6,38,1,0,11,2,0,No,136000,185000,No,0,0,No,0,
L001398,11/4/2026,Logistics,Kerala,115,Website,Product Demo,,12,17,,79,13,4,4,Yes,94000,65000,No,0,12,No,1,11/5/2026
L017869,3/12/2025,Retail,Gujarat,470,Webinar,Free Trial,2,5,201,21,33,11,1,4,Yes,157000,185000,No,0,9,No,0,
L003364,2/16/2025,Manufacturing,Delhi,53,Google Ads,Product Demo,4,7,37,15,40,14,3,2,Yes,58000,65000,No,1,10,Yes,1,3/29/2025
L011017,4/14/2025,Education,Tamil Nadu,12,Email Campaign,Enterprise Outreach,,2,49,5,15,,1,0,No,48000,21910952,No,0,3,No,0,
L009390,3/8/2025,Financial Services,Haryana,28,Referral,Free Trial,5,9,22,35,55,8,2,2,Yes,71000,55000,No,1,7,Yes,0,
L017740,21-May-24,Professional Services,Maharashtra,1056,Partner,Enterprise Outreach,3,3,40,11,14,9,2,2,Yes,546000,635000,Yes,0,6,No,0,
L009516,3/2/2025,Logistics,Odisha,44,Google Ads,Product Demo,1,5,,6,16,6,2,2,Yes,60000,65000,No,0,3,No,0,
L014462,11/15/2025,Healthcare,tamil nadu,209,Referral,Free Trial,2,6,41,,18,9,3,2,No,172000,135000,No,0,6,No,0,12/1/2025
L012274,11/13/2024,Logistics,Haryana,8,Website,Free Trial,4,6,36,27,58,6,2,6,Yes,48000,35000,No,1,17,Yes,1,1/8/2025
L016464,6/12/2024,Retail,Maharashtra,11,Email Campaign,Free Trial,5,4,34,38,,9,2,5,Yes,48000,50000,No,2,10,Yes,1,8/6/2024
L017483,8/19/2024,Manufacturing,Rajasthan,8,Partner,Content Marketing,5,12,7,42,70,13,1,4,Yes,49000,40000,No,2,8,No,1,9/6/2024
L004003,9/25/2025,Logistics,Odisha,24,Website,Product Demo,1,2,33,8,19,12,1,3,No,56000,80000,No,0,1,Yes,0,
L011716,11/27/2025,IT Services,Haryana,31,Referral,Enterprise Outreach,2,7,16,1257,59,6,2,6,No,62000,60000,No,1,12,No,1,1/21/2026
L001441,2/25/2025,Telecommunications,Andhra Pradesh,20,Google Ads,Free Trial,1,0,36,4,6,8,2,1,No,57000,45000,Yes,0,,No,0,
L015517,2/20/2024,Financial Services,Gujarat,153,Webinar,Free Trial,0,0,45,5,15,8,1,0,No,142000,115000,No,0,1,No,0,
L004345,12/8/2024,Professional Services,Odisha,39,Google Ads,content marketing,4,9,37,7,25,8,2,3,No,63000,80000,No,0,3,No,0,
L013972,28-May-25,Logistics,Karnataka,61,Email Campaign,Content Marketing,0,0,27,12,18,5,0,2,No,79000,105000,No,0,5,No,0,
L001840,3/5/2026,Retail,Telangana,190,Referral,Free Trial,1,5,35,19,44,,3,5,No,139000,125000,No,0,11,No,0,
L014788,1/14/2024,Telecommunications,Delhi,153,Webinar,Free Trial,2,4,48,7,20,8,2,1,No,,175000,Yes,0,1,No,0,
L015244,7/15/2025,IT Services,Punjab,117,Partner,Webinar,4,9,42,30,1719,8,2,5,Yes,114000,109714445,Yes,2,14,Yes,1,8/20/2025
L005503,5/8/2026,IT Services,Telangana,402,Google Ads,Webinar,8,5,29,30,60,15,6,6,Yes,274000,390000,No,0,14,Yes,1,6/11/2026
L000986,11/3/2024,,West Bengal,6,LinkedIn,Product Demo,,2,25,9,26,4,19,2,No,48000,50000,Yes,1,6,No,0,
L014768,5/23/2026,Logistics,Madhya Pradesh,186,Partner,,4,4,32,39,91,9,3,6,Yes,88000,90000,Yes,1,22,Yes,0,
L010640,6/15/2026,Healthcare,Delhi,67,LinkedIn,Free Trial,4,5,15,56,,9,1,9,Yes,69000,80000,No,1,12,Yes,1,7/11/2026
L018747,8/9/2026,Financial Services,Odisha,134,LinkedIn,Webinar,,6,29,18,42,9,1,3,No,109000,155000,Yes,1,11,No,0,
L002270,3/24/2025,Real Estate,Maharashtra,24,Email Campaign,Content Marketing,5,3,35,34,61,10,4,4,Yes,56000,70000,No,1,15,Yes,1,4/15/2025
L000599,9/17/2025,Healthcare,Delhi,25,Webinar,Webinar,3,4,14,35,71,11,1,7,Yes,53000,50000,No,1,20,Yes,0,
L006189,8/25/2025,Professional Services,Karnataka,202,Website,Enterprise Outreach,2,3,34,13,24,12,1,,Yes,19052806,185000,No,0,5,No,0,
L014827,4/21/2025,Real Estate,Haryana,13,Website ,Content Marketing,1,1,58,5,13,12,1,0,Yes,50000,40000,No,0,3,No,0,
L017493,8/2/2025,Telecommunications,Odisha,6,Google Ads,Product Demo,3,2,30,22,52,7,1,3,Yes,48000,45000,No,0,9,Yes,0,
L018759,7/16/2024,Manufacturing,Andhra Pradesh,194,Google Ads,Content Marketing,4,3,27,22,54,14,3,3,Yes,128000,130000,No,3,5,No,1,8/8/2024
L019015,7/21/2026,Real Estate,Madhya Pradesh,52,Website,Product Demo,6,,33,19,42,10,2,2,No,62000,,No,0,12,No,0,
L011614,2/11/2026,IT Services,Uttar Pradesh,13,Partner,Product Demo,0,4,36,10,21,7,1,3,No,55000,80000,No,0,,No,0,
L008652,3/6/2024,Retail,Kerala,49,Partner,Product Demo,3,2,14,,30,9,3,1,Yes,62000,75000,Yes,0,4,Yes,1,3/25/2024
L014882,2/11/2025,Logistics,Uttar Pradesh,46,Google Ads,Webinar,2,,32,15,39,10,1,3,Yes,57000,70000,No,1,3,No,1,4/8/2025
L013412,1/29/2025,IT Services,Andhra Pradesh,87,Email Campaign,Product Demo,4,5,23,,58,9,2,2,Yes,80000,55000,No,2,6,Yes,1,2/27/2025
L018233,2/11/2024,Financial Services,Telangana,75,Website,Content Marketing,5,8,35,16,34,13,,2,No,121000,150000,No,2,3,No,0,
L000760,6/22/2025,Manufacturing,Maharashtra,26,Partner,Free Trial,,6,37,17,40,,4,,No,57000,75000,No,1,10,Yes,0,
L008663,2/13/2026,Professional Services,Madhya Pradesh,12,LinkedIn,Webinar,3,5,32,3,3,9,2,0,No,,45000,No,0,,Yes,0,
L001444,7/1/2026,Manufacturing,Gujarat,62,Partner,Free Trial,6,8,19,22,,11,1,5,Yes,70000,105000,No,0,4,No,0,
L003088,11/30/2025,Logistics,Punjab,72,LinkedIn,Free Trial,5,7,21,33,89,8,2,7,No,109000,85000,Yes,0,9,No,0,
L018073,1/11/2025,Real Estate,Haryana,17931,Referral ,Enterprise Outreach,1,0,30,16,28,14,3,4,No,154000,185000,No,1,3,No,1,3/2/2025
L008182,5/24/2024,IT Services,Gujarat,23,Google Ads,Enterprise Outreach,2,3,28,9,,5,2,2,Yes,,70000,No,0,3,No,1,7/7/2024
L003956,7/10/2026,Manufacturing,West Bengal,9,LinkedIn,Webinar,1,5,29,8,15,6,2,3,No,48000,60000,No,0,4,No,0,
L005875,3/21/2026,Healthcare,Punjab,9,Referral,Content Marketing,3,,36,1006,20,10,3,3,Yes,49000,45000,No,0,5,No,0,
L016142,5/2/2024,IT Services,Odisha,56,Webinar,Free Trial,3,3,28,23,49,11,1,3,Yes,72000,95000,No,0,8,No,1,6/22/2024
