Lead_ID,Lead_Date,Industry,State,Employee_Count,Lead_Source,Campaign_Type,Sales_Rep_Interactions,Previous_Interactions,Days_Since_Last_Interaction,Website_Visits,Pages_Viewed,Email_Opens,Email_Clicks,Content_Downloads,Demo_Attended,Estimated_Budget,Estimated_Deal_Value,Decision_Maker,Contact_Requests,Product_Page_Visits,Trial_Started,Converted,Company_Size,Total_Interactions,Digital_Engagement_Score,Budget_per_Employee,Deal_to_Budget_Ratio
L003245,2025-01-19,Financial Services,Odisha,42.0,Website,Product Demo,0.0,3.0,50.0,2.0,10.0,,2.0,1.0,No,66000.0,70000.0,Yes,0.0,1.0,No,0,Small,3.0,4.8,1571.4285714285713,1.0606060606060606
L003246,2024-11-25,Healthcare,Karnataka,44.0,LinkedIn,Webinar,,,23.0,34.0,87.0,14.0,,7.0,Yes,77000.0,115000.0,No,0.0,19.0,Yes,1,Small,,37.625,1750.0,1.4935064935064934
L003247,2025-12-27,Financial Services,Andhra Pradesh,452.0,Email Campaign,Webinar,0.0,,16.0,8.0,,13.0,2.0,1.0,No,279000.0,345000.0,No,0.0,2.0,No,0,Large,,6.749999999999999,617.2566371681415,1.2365591397849462
L003248,2024-06-01,Retail,Rajasthan,67.0,Partner,Free Trial,6.0,7.0,14.0,44.0,106.0,11.0,4.0,8.0,Yes,73000.0,55000.0,Yes,3.0,10.0,Yes,1,Medium,13.0,35.4,1089.55223880597,0.7534246575342466
L003249,2024-12-27,Education,Delhi,26.0,Partner,Content Marketing,5.0,,41.0,8.0,24.0,13.0,3.0,3.0,No,,65000.0,No,0.0,2.0,No,0,Small,,10.8,,
L003250,2024-08-18,Manufacturing,Punjab,64.0,Email Campaign,Enterprise Outreach,4.0,6.0,14.0,13.0,20.0,7.0,3.0,3.0,Yes,71000.0,80000.0,No,0.0,7.0,No,0,Medium,10.0,13.4,1109.375,1.1267605633802817
L003252,2024-06-17,Real Estate,Maharashtra,14.0,LinkedIn,Enterprise Outreach,1.0,0.0,29.0,18.0,45.0,7.0,1.0,4.0,Yes,52000.0,80000.0,No,1.0,8.0,No,1,Small,1.0,16.3,3714.285714285714,1.5384615384615385
L003253,2024-07-09,Healthcare,Gujarat,54.0,LinkedIn,Enterprise Outreach,,4.0,16.0,16.0,28.0,9.0,2.0,1.0,No,75000.0,50000.0,No,0.0,10.0,Yes,0,Medium,,13.0,1388.888888888889,0.6666666666666666
L003254,2025-07-03,Education,West Bengal,42.0,Google Ads,Product Demo,6.0,9.0,13.0,59.0,96.0,6.0,0.0,6.0,No,55000.0,40000.0,No,2.0,34.0,Yes,0,Small,15.0,41.0,1309.5238095238096,0.7272727272727273
L003255,2025-02-02,Telecommunications,Uttar Pradesh,11.0,Website,Content Marketing,1.0,4.0,20.0,10.0,19.0,7.0,1.0,2.0,No,51000.0,70000.0,No,0.0,3.0,No,0,Small,5.0,8.1,4636.363636363636,1.3725490196078431
L003256,2025-02-27,Financial Services,Tamil Nadu,25.0,Partner,Free Trial,4.0,9.0,15.0,34.0,76.0,11.0,4.0,4.0,No,58000.0,80000.0,No,1.0,6.0,No,1,Small,13.0,24.799999999999994,2320.0,1.3793103448275863
L003257,2025-04-11,Education,Rajasthan,23.0,Webinar,Webinar,4.0,4.0,14.0,37.0,92.0,5.0,1.0,6.0,No,52000.0,,No,0.0,8.0,Yes,0,Small,8.0,26.8,2260.8695652173915,
L003258,2025-12-22,Professional Services,Haryana,23.0,Google Ads,Enterprise Outreach,3.0,9.0,26.0,18.0,41.0,10.0,2.0,,No,57000.0,50000.0,No,0.0,8.0,No,0,Small,12.0,16.125,2478.2608695652175,0.8771929824561403
L003259,2026-04-18,Retail,Karnataka,348.0,Google Ads,Product Demo,1.0,2.0,53.0,8.0,18.0,8.0,2.0,2.0,No,176000.0,180000.0,Yes,0.0,4.0,No,1,Large,3.0,9.0,505.7471264367816,1.0227272727272727
L003260,2025-05-27,Professional Services,Punjab,41.0,Google Ads,Content Marketing,5.0,8.0,,9.0,20.0,7.0,1.0,,No,68000.0,85000.0,No,0.0,2.0,No,0,Small,13.0,6.999999999999999,1658.5365853658536,1.25
L003261,2025-09-16,Healthcare,Telangana,60.0,Website,Free Trial,5.0,9.0,13.0,26.0,66.0,13.0,4.0,5.0,No,,115000.0,No,2.0,5.0,No,0,Medium,14.0,22.800000000000004,,
L003262,2025-12-19,Retail,Kerala,,Webinar,Content Marketing,9.0,18.0,11.0,60.0,97.0,9.0,1.0,,Yes,67000.0,100000.0,No,2.0,17.0,Yes,1,,27.0,36.875,,1.492537313432836
L003263,2025-11-02,Healthcare,Gujarat,37.0,Email Campaign,Content Marketing,,3.0,35.0,10.0,16.0,7.0,1.0,2.0,No,55000.0,80000.0,No,1.0,5.0,No,0,Small,,8.6,1486.4864864864865,1.4545454545454546
L003264,2024-05-10,IT Services,Madhya Pradesh,24.0,Webinar,Webinar,5.0,7.0,15.0,31.0,74.0,10.0,4.0,6.0,Yes,61000.0,80000.0,Yes,1.0,14.0,Yes,0,Small,12.0,29.2,2541.6666666666665,1.3114754098360655
L003265,2026-08-14,Professional Services,Telangana,224.0,Website,Free Trial,1.0,5.0,44.0,,9.0,11.0,,3.0,No,141000.0,195000.0,No,0.0,2.0,No,0,Medium,6.0,7.833333333333334,629.4642857142857,1.3829787234042554
L003266,2024-06-09,Financial Services,Tamil Nadu,226.0,Referral,Content Marketing,5.0,7.0,31.0,36.0,58.0,11.0,2.0,7.0,Yes,235000.0,275000.0,Yes,1.0,10.0,No,0,Medium,12.0,25.999999999999996,1039.8230088495575,1.1702127659574468
L003267,2025-02-04,Professional Services,Karnataka,115.0,Partner,Product Demo,1.0,3.0,22.0,8.0,21.0,8.0,2.0,,Yes,,150000.0,No,0.0,1.0,No,1,Medium,4.0,7.625000000000001,,
L003268,2025-09-26,Education,Punjab,36.0,Referral,Free Trial,0.0,3.0,49.0,4.0,12.0,4.0,1.0,2.0,No,62000.0,45000.0,Yes,0.0,2.0,No,0,Small,3.0,5.8,1722.2222222222222,0.7258064516129032
L003269,2025-01-27,Telecommunications,Kerala,61.0,LinkedIn,Free Trial,,5.0,35.0,22.0,43.0,7.0,1.0,5.0,No,86000.0,80000.0,Yes,0.0,5.0,Yes,1,Medium,,16.7,1409.8360655737704,0.9302325581395349
L003270,2024-08-24,Professional Services,Rajasthan,16.0,Google Ads,Webinar,3.0,6.0,32.0,14.0,25.0,4.0,1.0,2.0,Yes,53000.0,70000.0,No,0.0,5.0,No,0,Small,9.0,10.3,3312.5,1.320754716981132
L003271,2026-06-17,Retail,Rajasthan,45.0,LinkedIn,Webinar,2.0,3.0,33.0,15.0,40.0,10.0,2.0,,Yes,59000.0,50000.0,No,1.0,4.0,No,1,Small,5.0,13.249999999999998,1311.111111111111,0.847457627118644
L003272,2024-03-10,Professional Services,Karnataka,10.0,LinkedIn,Content Marketing,2.0,4.0,34.0,14.0,34.0,8.0,2.0,1.0,Yes,49000.0,35000.0,No,0.0,5.0,No,1,Small,6.0,11.200000000000001,4900.0,0.7142857142857143
L003273,2024-08-27,Logistics,Uttar Pradesh,101.0,Website,Product Demo,5.0,10.0,34.0,30.0,69.0,12.0,2.0,5.0,Yes,69000.0,85000.0,No,1.0,16.0,Yes,1,Medium,15.0,26.3,683.1683168316831,1.2318840579710144
L003274,2026-08-24,Retail,Punjab,268.0,Email Campaign,Free Trial,3.0,5.0,26.0,12.0,23.0,7.0,1.0,2.0,No,159000.0,115000.0,Yes,0.0,6.0,No,0,Large,8.0,10.100000000000001,593.2835820895523,0.7232704402515723
L003275,2025-12-11,Education,Telangana,11.0,LinkedIn,Content Marketing,1.0,3.0,27.0,31.0,54.0,10.0,1.0,4.0,No,48000.0,55000.0,No,0.0,15.0,No,0,Small,4.0,22.600000000000005,4363.636363636364,1.1458333333333333
L003276,2024-03-25,Financial Services,Maharashtra,304.0,Google Ads,Enterprise Outreach,6.0,16.0,39.0,19.0,50.0,12.0,2.0,2.0,Yes,205000.0,160000.0,No,2.0,6.0,No,0,Large,22.0,15.2,674.3421052631579,0.7804878048780488
L003277,2026-01-04,IT Services,Punjab,83.0,Google Ads,Enterprise Outreach,3.0,7.0,18.0,35.0,74.0,11.0,2.0,5.0,No,86000.0,105000.0,No,0.0,20.0,No,0,Medium,10.0,29.39999999999999,1036.144578313253,1.2209302325581395
L003278,2026-08-01,Financial Services,Maharashtra,17.0,Webinar,Content Marketing,7.0,13.0,,29.0,38.0,9.0,3.0,3.0,No,53000.0,,Yes,2.0,11.0,No,0,Small,20.0,20.0,3117.6470588235293,
L003279,2024-04-05,Manufacturing,Kerala,54.0,LinkedIn,Product Demo,2.0,6.0,39.0,16.0,21.0,16.0,4.0,4.0,Yes,72000.0,55000.0,Yes,1.0,6.0,No,0,Medium,8.0,15.7,1333.3333333333333,0.7638888888888888
L003280,2025-02-06,Financial Services,Punjab,237.0,LinkedIn,Free Trial,3.0,4.0,16.0,35.0,73.0,11.0,2.0,6.0,Yes,113000.0,150000.0,No,0.0,12.0,No,1,Medium,7.0,27.1,476.7932489451477,1.3274336283185841
L003281,2025-03-31,Retail,Madhya Pradesh,168.0,Referral,Free Trial,1.0,2.0,39.0,,25.0,9.0,2.0,2.0,No,105000.0,85000.0,Yes,0.0,8.0,No,0,Medium,3.0,12.125,625.0,0.8095238095238095
L003282,2024-05-07,Education,Maharashtra,162.0,Website,Product Demo,5.0,7.0,25.0,22.0,36.0,10.0,1.0,5.0,Yes,102000.0,120000.0,Yes,0.0,5.0,No,0,Medium,12.0,15.999999999999998,629.6296296296297,1.1764705882352942
L003283,2024-07-14,Education,Andhra Pradesh,26.0,LinkedIn,Webinar,3.0,6.0,37.0,5.0,14.0,9.0,2.0,1.0,Yes,50000.0,55000.0,Yes,0.0,1.0,No,0,Small,9.0,5.800000000000001,1923.076923076923,1.1
L003284,2024-06-18,Telecommunications,Karnataka,14.0,Email Campaign,Content Marketing,4.0,8.0,22.0,22.0,56.0,12.0,2.0,4.0,No,51000.0,55000.0,Yes,0.0,8.0,No,0,Small,12.0,19.2,3642.8571428571427,1.0784313725490196
L003285,2024-06-29,Professional Services,Punjab,40.0,Website,Product Demo,1.0,4.0,,11.0,19.0,8.0,2.0,2.0,No,70000.0,80000.0,No,0.0,4.0,No,0,Small,5.0,9.700000000000001,1750.0,1.1428571428571428
L003286,2025-01-27,Telecommunications,Maharashtra,46.0,Website,Content Marketing,7.0,10.0,12.0,44.0,,8.0,3.0,6.0,No,69000.0,,No,1.0,23.0,No,1,Small,17.0,33.75,1500.0,
L003287,2025-03-27,Education,Haryana,32.0,Referral,Product Demo,,2.0,21.0,24.0,29.0,6.0,1.0,3.0,Yes,53000.0,65000.0,Yes,0.0,8.0,No,1,Small,,14.899999999999999,1656.25,1.2264150943396226
L003289,2024-10-08,Professional Services,Tamil Nadu,13.0,LinkedIn,Webinar,4.0,10.0,9.0,33.0,67.0,9.0,1.0,6.0,Yes,49000.0,65000.0,No,1.0,5.0,No,0,Small,14.0,22.300000000000004,3769.230769230769,1.3265306122448979
L003290,2024-07-06,Financial Services,Maharashtra,92.0,Website,Content Marketing,7.0,17.0,28.0,58.0,136.0,12.0,2.0,11.0,Yes,,90000.0,No,2.0,13.0,No,1,Medium,24.0,43.4,,
L003292,2024-07-25,Healthcare,Gujarat,102.0,LinkedIn,Free Trial,3.0,10.0,,23.0,63.0,9.0,1.0,3.0,No,115000.0,,No,1.0,8.0,No,0,Medium,13.0,18.1,1127.450980392157,
L003294,2025-06-08,Education,Tamil Nadu,36.0,Website,Webinar,4.0,4.0,37.0,12.0,23.0,8.0,2.0,1.0,No,55000.0,40000.0,No,0.0,2.0,No,1,Small,8.0,8.5,1527.7777777777778,0.7272727272727273
L003295,2026-02-20,IT Services,Uttar Pradesh,10.0,Webinar,Webinar,5.0,10.0,38.0,10.0,12.0,5.0,1.0,1.0,Yes,52000.0,80000.0,No,0.0,4.0,No,0,Small,15.0,6.800000000000001,5200.0,1.5384615384615385
L003296,2025-09-11,Real Estate,Gujarat,64.0,Referral,Content Marketing,1.0,3.0,21.0,18.0,24.0,8.0,3.0,3.0,Yes,63000.0,,No,0.0,4.0,No,1,Medium,4.0,13.599999999999998,984.375,
L003297,2024-09-15,Financial Services,West Bengal,29.0,Partner,Enterprise Outreach,5.0,14.0,43.0,13.0,29.0,12.0,3.0,2.0,Yes,55000.0,70000.0,No,0.0,2.0,No,0,Small,19.0,11.300000000000002,1896.551724137931,1.2727272727272727
L003298,2025-08-08,Healthcare,Telangana,12.0,Website,Product Demo,6.0,6.0,33.0,39.0,59.0,11.0,1.0,6.0,Yes,55000.0,80000.0,Yes,1.0,19.0,No,1,Small,12.0,28.300000000000004,4583.333333333333,1.4545454545454546
L003299,2024-09-23,Healthcare,Telangana,31.0,Website,Product Demo,4.0,9.0,27.0,16.0,26.0,13.0,2.0,3.0,No,60000.0,90000.0,Yes,0.0,7.0,No,0,Small,13.0,13.600000000000001,1935.483870967742,1.5
L003300,2024-04-25,Healthcare,Andhra Pradesh,15.0,Google Ads,Product Demo,5.0,7.0,36.0,18.0,40.0,6.0,,3.0,Yes,51000.0,50000.0,No,0.0,6.0,No,0,Small,12.0,16.25,3400.0,0.9803921568627451
L003301,2024-09-04,Logistics,Madhya Pradesh,7.0,LinkedIn,Product Demo,73.0,3.0,35.0,22.0,56.0,10.0,1.0,2.0,No,48000.0,65000.0,No,0.0,7.0,No,0,Small,76.0,15.8,6857.142857142857,1.3541666666666667
L003302,2024-09-25,IT Services,Madhya Pradesh,96.0,LinkedIn,Webinar,6.0,3.0,24.0,12.0,33.0,12.0,3.0,4.0,No,105000.0,120000.0,No,0.0,6.0,No,0,Medium,9.0,15.1,1093.75,1.1428571428571428
L003303,2024-05-11,Financial Services,Gujarat,11.0,LinkedIn,Enterprise Outreach,4.0,7.0,42.0,17.0,,8.0,1.0,3.0,Yes,49000.0,60000.0,No,0.0,5.0,No,0,Small,11.0,11.75,4454.545454545455,1.2244897959183674
L003304,2024-01-23,IT Services,Andhra Pradesh,68.0,Email Campaign,Webinar,8.0,14.0,9.0,60.0,140.0,9.0,2.0,9.0,Yes,75000.0,85000.0,No,1.0,14.0,Yes,1,Medium,22.0,42.6,1102.9411764705883,1.1333333333333333
L003306,2025-05-14,Professional Services,Kerala,14.0,LinkedIn,Free Trial,3.0,8.0,48.0,,62.0,10.0,2.0,3.0,No,54000.0,80000.0,No,0.0,11.0,No,0,Small,11.0,19.5,3857.1428571428573,1.4814814814814814
L003307,2025-01-26,Education,Madhya Pradesh,69.0,Email Campaign,Content Marketing,2.0,1.0,40.0,11.0,16.0,13.0,2.0,2.0,Yes,76000.0,95000.0,Yes,0.0,4.0,No,0,Medium,3.0,9.4,1101.4492753623188,1.25
L003308,2026-06-23,Retail,Telangana,25.0,Google Ads,Webinar,5.0,9.0,21.0,12.0,35.0,6.0,1.0,2.0,No,54000.0,65000.0,No,0.0,,Yes,0,Small,14.0,11.124999999999998,2160.0,1.2037037037037037
L003309,2024-08-06,Telecommunications,Rajasthan,54.0,Webinar,Content Marketing,3.0,6.0,42.0,10.0,24.0,11.0,3.0,2.0,No,90000.0,60000.0,Yes,0.0,5.0,No,1,Medium,9.0,11.399999999999999,1666.6666666666667,0.6666666666666666
L003310,2025-01-26,Financial Services,Delhi,5.0,Webinar,Webinar,4.0,10.0,30.0,7.0,19.0,9.0,3.0,,No,47000.0,35000.0,Yes,0.0,3.0,Yes,0,Small,14.0,9.375,9400.0,0.7446808510638298
L003311,2026-04-03,IT Services,Gujarat,65.0,Google Ads,Product Demo,7.0,,18.0,35.0,77.0,8.0,,7.0,Yes,79000.0,80000.0,Yes,1.0,18.0,No,1,Medium,,36.12499999999999,1215.3846153846155,1.0126582278481013
L003312,2025-09-06,Retail,Haryana,46.0,Google Ads,Enterprise Outreach,4.0,7.0,19.0,12.0,29.0,,3.0,2.0,No,53000.0,35000.0,Yes,1.0,3.0,No,0,Small,11.0,11.5,1152.1739130434783,0.660377358490566
L003313,2025-01-23,Financial Services,Rajasthan,647.0,Partner,Content Marketing,,9.0,16.0,26.0,,12.0,2.0,6.0,Yes,597000.0,455000.0,No,1.0,6.0,Yes,0,Large,,19.499999999999996,922.7202472952087,0.7621440536013401
L003314,2024-09-05,Manufacturing,Gujarat,4.0,Webinar,Webinar,3.0,5.0,,7.0,12.0,11.0,3.0,1.0,Yes,,40000.0,No,0.0,1.0,No,1,Small,8.0,7.000000000000001,,
L003315,2024-02-04,Manufacturing,Kerala,23.0,Partner,Product Demo,1.0,4.0,53.0,7.0,13.0,,,2.0,Yes,63000.0,55000.0,Yes,0.0,4.0,Yes,1,Small,5.0,7.875,2739.1304347826085,0.873015873015873
L003316,2024-03-23,Healthcare,Rajasthan,68.0,LinkedIn,Webinar,4.0,5.0,40.0,11.0,23.0,5.0,1.0,4.0,Yes,71000.0,75000.0,No,0.0,5.0,No,1,Medium,9.0,11.500000000000002,1044.1176470588234,1.056338028169014
L003317,2024-06-06,Manufacturing,Punjab,111.0,Referral,Free Trial,1.0,0.0,20.0,16.0,40.0,13.0,1.0,3.0,No,81000.0,65000.0,No,1.0,7.0,No,0,Medium,1.0,13.999999999999998,729.7297297297297,0.8024691358024691
L003318,2026-02-04,Manufacturing,Maharashtra,35.0,Google Ads,Webinar,1.0,3.0,45.0,3.0,2.0,8.0,1.0,0.0,No,66000.0,90000.0,No,0.0,1.0,No,0,Small,4.0,2.1999999999999997,1885.7142857142858,1.3636363636363635
L003319,2025-09-13,IT Services,Haryana,173.0,Google Ads,Content Marketing,3.0,6.0,17.0,20.0,39.0,13.0,5.0,3.0,Yes,128000.0,180000.0,Yes,3.0,11.0,No,1,Medium,9.0,20.3,739.8843930635838,1.40625
L003320,2025-02-25,Telecommunications,Kerala,44.0,LinkedIn,Free Trial,3.0,7.0,41.0,,31.0,12.0,2.0,2.0,Yes,78000.0,115000.0,No,1.0,7.0,No,1,Small,10.0,12.375,1772.7272727272727,1.4743589743589745
L003321,2026-01-31,Logistics,Uttar Pradesh,47.0,Email Campaign,Free Trial,2.0,2.0,53.0,8.0,17.0,14.0,1.0,2.0,No,68000.0,60000.0,No,0.0,4.0,No,0,Small,4.0,7.900000000000001,1446.8085106382978,0.8823529411764706
L003322,2024-06-05,IT Services,Telangana,6.0,Website,Product Demo,1.0,7.0,29.0,12.0,31.0,9.0,2.0,2.0,No,48000.0,35000.0,No,0.0,7.0,No,0,Small,8.0,12.3,8000.0,0.7291666666666666
L003323,2024-07-24,IT Services,West Bengal,79.0,Email Campaign,Product Demo,57.0,8.0,22.0,17.0,37.0,11.0,3.0,2.0,No,,75000.0,Yes,0.0,5.0,No,0,Medium,65.0,14.099999999999998,,
L003324,2025-01-17,IT Services,Uttar Pradesh,231.0,LinkedIn,Webinar,2.0,5.0,40.0,8.0,20.0,8.0,2.0,2.0,No,154000.0,175000.0,Yes,0.0,2.0,No,1,Medium,7.0,8.399999999999999,666.6666666666666,1.1363636363636365
L003325,2026-06-11,IT Services,Uttar Pradesh,13.0,Partner,Content Marketing,2.0,4.0,49.0,10.0,27.0,9.0,1.0,1.0,Yes,52000.0,75000.0,No,1.0,2.0,No,0,Small,6.0,7.5,4000.0,1.4423076923076923
L003326,2025-08-20,IT Services,Odisha,24.0,Google Ads,Product Demo,2.0,4.0,1.0,14.0,,13.0,3.0,3.0,No,55000.0,80000.0,No,1.0,7.0,No,1,Small,6.0,14.500000000000002,2291.6666666666665,1.4545454545454546
L003327,2026-04-08,IT Services,Uttar Pradesh,8.0,Partner,Free Trial,3.0,4.0,39.0,9.0,30.0,5.0,2.0,2.0,No,50000.0,70000.0,No,0.0,,No,0,Small,7.0,10.999999999999998,6250.0,1.4
L003328,2024-08-29,Telecommunications,Tamil Nadu,69.0,Referral,Webinar,0.0,0.0,51.0,,38.0,,1.0,5.0,No,68000.0,50000.0,No,0.0,6.0,No,0,Medium,0.0,15.25,985.5072463768116,0.7352941176470589
L003329,2026-04-05,Real Estate,Maharashtra,34.0,LinkedIn,Content Marketing,7.0,14.0,28.0,17.0,28.0,7.0,2.0,4.0,No,52000.0,45000.0,No,0.0,7.0,No,0,Small,21.0,15.000000000000002,1529.4117647058824,0.8653846153846154
L003330,2024-03-11,Real Estate,Karnataka,103.0,Email Campaign,Content Marketing,,7.0,40.0,12.0,23.0,9.0,1.0,3.0,No,79000.0,105000.0,Yes,0.0,8.0,No,0,Medium,,11.899999999999999,766.9902912621359,1.3291139240506329
L003331,2024-08-09,Education,West Bengal,37.0,Website,Content Marketing,,5.0,38.0,4.0,10.0,11.0,4.0,1.0,No,54000.0,65000.0,Yes,0.0,2.0,No,0,Small,,7.6,1459.4594594594594,1.2037037037037037
L003332,2025-05-23,Logistics,Tamil Nadu,36.0,LinkedIn,Product Demo,3.0,5.0,,12.0,26.0,9.0,2.0,2.0,No,,55000.0,No,0.0,4.0,No,0,Small,8.0,10.599999999999998,,
L003333,2024-02-19,Logistics,Karnataka,38.0,LinkedIn,Enterprise Outreach,4.0,8.0,33.0,25.0,62.0,,1.0,3.0,No,66000.0,100000.0,No,1.0,11.0,No,0,Small,12.0,19.6,1736.842105263158,1.5151515151515151
L003334,2026-04-15,Telecommunications,Gujarat,49.0,Partner,Product Demo,3.0,5.0,,2.0,0.0,,2.0,1.0,No,,,Yes,0.0,1.0,No,0,Small,8.0,3.8,,
L003335,2026-04-24,Logistics,Tamil Nadu,42.0,Partner,Product Demo,0.0,0.0,36.0,13.0,33.0,8.0,1.0,2.0,No,66000.0,90000.0,No,0.0,7.0,No,0,Small,0.0,11.700000000000003,1571.4285714285713,1.3636363636363635
L003336,2025-06-10,Logistics,West Bengal,66.0,Website,Free Trial,2.0,7.0,35.0,4.0,8.0,13.0,3.0,0.0,Yes,75000.0,85000.0,No,0.0,2.0,Yes,1,Medium,9.0,5.3999999999999995,1136.3636363636363,1.1333333333333333
L003337,2024-10-24,Real Estate,Maharashtra,209.0,LinkedIn,Webinar,3.0,5.0,39.0,12.0,20.0,11.0,4.0,2.0,No,,175000.0,Yes,1.0,6.0,Yes,1,Medium,8.0,12.8,,
L003338,2024-04-06,Retail,Odisha,124.0,Google Ads,Free Trial,7.0,8.0,33.0,25.0,,13.0,1.0,4.0,Yes,82000.0,65000.0,Yes,1.0,9.0,No,1,Medium,15.0,17.0,661.2903225806451,0.7926829268292683
L003339,2025-08-25,Financial Services,Andhra Pradesh,305.0,Google Ads,Webinar,3.0,4.0,43.0,16.0,,12.0,5.0,3.0,No,248000.0,375000.0,No,1.0,3.0,No,0,Large,7.0,15.500000000000004,813.1147540983607,1.5120967741935485
L003340,2025-06-07,IT Services,Andhra Pradesh,11.0,Referral,Enterprise Outreach,2.0,6.0,29.0,12.0,18.0,9.0,1.0,2.0,No,50000.0,55000.0,Yes,0.0,7.0,No,0,Small,8.0,10.0,4545.454545454545,1.1
L003341,2026-01-09,Manufacturing,Delhi,17.0,Website,Content Marketing,0.0,3.0,31.0,18.0,31.0,,4.0,2.0,No,51000.0,60000.0,No,0.0,9.0,No,0,Small,3.0,16.299999999999997,3000.0,1.1764705882352942
L003342,2025-08-09,IT Services,Kerala,145.0,Google Ads,Webinar,6.0,8.0,17.0,49.0,88.0,12.0,2.0,8.0,Yes,97000.0,,Yes,0.0,12.0,Yes,1,Medium,14.0,33.4,668.9655172413793,
L003343,2024-05-04,Financial Services,Maharashtra,13.0,Webinar,Product Demo,1.0,4.0,33.0,3.0,5.0,7.0,,1.0,No,52000.0,45000.0,Yes,0.0,,No,0,Small,5.0,3.5000000000000004,4000.0,0.8653846153846154
L003344,2024-04-28,IT Services,Kerala,261.0,Partner,Content Marketing,9.0,17.0,7.0,52.0,110.0,12.0,4.0,7.0,Yes,222000.0,160000.0,No,2.0,,No,1,Large,26.0,40.5,850.5747126436781,0.7207207207207207
L003345,2026-01-29,Healthcare,Madhya Pradesh,22.0,LinkedIn,Product Demo,3.0,9.0,33.0,9.0,18.0,8.0,3.0,3.0,Yes,54000.0,40000.0,No,0.0,4.0,No,0,Small,12.0,11.2,2454.5454545454545,0.7407407407407407
L003346,2024-06-03,Professional Services,Telangana,34.0,Website,Webinar,2.0,3.0,38.0,9.0,24.0,9.0,3.0,2.0,No,57000.0,70000.0,No,0.0,4.0,No,1,Small,5.0,10.799999999999999,1676.4705882352941,1.2280701754385965
L003347,2026-07-02,Healthcare,Uttar Pradesh,26.0,Website,Webinar,4.0,5.0,30.0,42.0,85.0,9.0,1.0,,Yes,55000.0,70000.0,No,1.0,27.0,Yes,1,Small,9.0,35.875,2115.3846153846152,1.2727272727272727
L003348,2024-04-13,Financial Services,Andhra Pradesh,41.0,Google Ads,Product Demo,3.0,6.0,33.0,6.0,18.0,,0.0,2.0,No,62000.0,60000.0,Yes,0.0,2.0,No,0,Small,9.0,5.8,1512.1951219512196,0.967741935483871
L003349,2025-12-09,Manufacturing,Delhi,272.0,Website,Product Demo,3.0,4.0,13.0,11.0,25.0,9.0,,2.0,No,160000.0,115000.0,No,0.0,2.0,No,0,Large,7.0,9.374999999999998,588.2352941176471,0.71875
L003350,2026-08-06,Healthcare,West Bengal,184.0,LinkedIn,Webinar,3.0,4.0,16.0,14.0,31.0,11.0,2.0,3.0,No,162000.0,130000.0,No,0.0,2.0,No,0,Medium,7.0,11.700000000000003,880.4347826086956,0.8024691358024691
L003351,2025-03-05,Unknown,Telangana,384.0,LinkedIn,Free Trial,2.0,4.0,44.0,6.0,,,1.0,2.0,Yes,166000.0,250000.0,No,0.0,1.0,Yes,0,Large,6.0,5.75,432.2916666666667,1.5060240963855422
L003352,2024-02-25,Education,Delhi,558.0,Email Campaign,Free Trial,8.0,9.0,1.0,52.0,113.0,17.0,4.0,6.0,No,185000.0,265000.0,Yes,0.0,24.0,No,0,Large,17.0,41.3,331.5412186379928,1.4324324324324325
L003353,2026-05-03,IT Services,Kerala,24.0,Google Ads,Free Trial,6.0,8.0,31.0,15.0,23.0,7.0,3.0,,No,56000.0,60000.0,Yes,0.0,5.0,No,0,Small,14.0,12.875,2333.3333333333335,1.0714285714285714
L003354,2024-07-01,Retail,Odisha,13.0,Email Campaign,Webinar,2.0,1.0,39.0,1.0,0.0,11.0,5.0,2.0,No,50000.0,40000.0,No,0.0,1.0,No,0,Small,3.0,7.6,3846.153846153846,0.8
L003355,2025-05-28,IT Services,West Bengal,49.0,LinkedIn,Content Marketing,2.0,3.0,,8.0,,10.0,2.0,,Yes,66000.0,90000.0,No,0.0,2.0,No,0,Small,5.0,7.333333333333333,1346.938775510204,1.3636363636363635
L003356,2026-08-15,Education,Haryana,59.0,Referral,Free Trial,1.0,0.0,36.0,2.0,7.0,9.0,2.0,0.0,No,67000.0,75000.0,Yes,1.0,0.0,No,0,Medium,1.0,3.1000000000000005,1135.593220338983,1.1194029850746268
L003357,2025-12-25,Professional Services,West Bengal,7.0,Referral,Content Marketing,4.0,6.0,40.0,7.0,22.0,10.0,3.0,2.0,No,49000.0,50000.0,No,0.0,1.0,No,0,Small,10.0,9.0,7000.0,1.0204081632653061
L003358,2024-02-15,Telecommunications,Delhi,101.0,Webinar,Webinar,,11.0,5.0,29.0,40.0,9.0,1.0,6.0,Yes,85000.0,100000.0,Yes,2.0,13.0,No,1,Medium,,22.000000000000004,841.5841584158416,1.1764705882352942
L003359,2026-03-09,Financial Services,Tamil Nadu,12.0,Google Ads,Product Demo,5.0,13.0,48.0,,,6.0,0.0,,No,51000.0,65000.0,No,0.0,2.0,No,0,Small,18.0,2.0,4250.0,1.2745098039215685
L003360,2024-06-05,Logistics,Madhya Pradesh,25.0,Website,Webinar,2.0,4.0,,15.0,25.0,11.0,2.0,2.0,No,56000.0,,No,1.0,3.0,No,0,Small,6.0,10.7,2240.0,
